his,PP$
tastes,NNS
but,CC
as,CS
for,IN
i,.
i,PPS
likes,VBZ
a,AT
certain,JJ
party,NN
gimme,VB+PPO
the,AT
he,PPS
man's,NN$
solid,JJ
bliss,NN
for,IN
youse,PP$
ideas,NNS
hi,UH
match,VB
youse,.
a,AT
pretty,JJ
girl,NN
who,WPS
naked,JJ
is,BEZ
is,BEZ
worth,JJ
a,AT
million,CD
statues,NNS
she,PPS
being,NN
brand,NN
new,JJ
and,CC
you,PPO
know,VB
consequently,RB
a,AT
little,QL
stiff,JJ
i,NN
was,BEDZ
careful,JJ
of,IN
her,PPO
and,CC
having,HVG
thoroughly,RB
oiled,VBN
the,AT
universal,JJ
joint,NN
tested,VBN
my,PP$
gas,NN
felt,VBD
of,IN
her,PP$
radiator,NN
made,VBD
sure,RB
her,PP$
springs,NNS
were,BED
o,UH
k,WRB
i,PPS
went,VBD
right,RB
to,IN
it,PPO
flooded,VBD
the,AT
carburetor,NN
cranked,IN
her,PPO
up,RP
slipped,VBD
the,AT
clutch,NN
and,CC
then,RB
somehow,RB
got,VBN
into,IN
reverse,NN
she,PPS
kicked,VBN
what,WDT
the,AT
hell,NN
next,RB
minuti,WRB
i,PPS
was,BEDZ
back,RB
in,IN
neutral,JJ
tried,VBN
and,CC
again,RB
slo,VBN
wly,TO
bare,VB
ly,PPO
nudg,TO
ing,VB
my,PP$
lev,PPS
er,VBD
right,NR
oh,UH
and,CC
her,PP$
gears,NNS
being,BEG
in,IN
a,AT
1,CD
shape,NN
passed,VBN
from,IN
low,JJ
through,IN
second,RB
in,IN
to,IN
high,JJ
like,CS
greasedlightning,PPS
just,RB
as,CS
we,PPSS
turned,VBD
the,AT
corner,NN
of,IN
divinity,NN
avenue,NN
i,WPS
touched,VBD
the,AT
accelerator,NN
and,CC
give,VB
her,PP$
the,AT
juice,NN
good,NN
it,PPS
was,BEDZ
the,AT
first,OD
ride,NN
and,CC
believe,VB
i,CS
we,PPSS
was,BEDZ
happy,JJ
to,TO
see,VB
how,WRB
nice,JJ
she,PPS
acted,VBD
right,RB
up,RP
to,IN
the,AT
last,AP
minute,NN
coming,VBG
back,RB
down,RP
by,IN
the,AT
public,NN
gardens,NNS
i,WPS
slammed,VBD
on,RP
the,AT
internalexpanding,)
&,NP
externalcontracting,)
brakes,NNS
bothatonce,","
and,CC
brought,VBN
allofher,RP
tremb,.
ling,)
to,IN
a:,AT
dead,JJ
stand,VB
memorabilia,NNS
stop,VB
look,VB
&,NP
listen,VB
venezia:,PP$
incline,NN
thine,PP$
ear,NN
you,PPSS
glassworks,.
of,IN
murano,.
pause,NN
elevator,NN
nel,.
mezzo,NN
del,FW-IN+AT
cammin',FW-NNS
that,WPS
means,VBZ
half,NN
way,NN
up,IN
the,AT
campanile,NNS
believe,VB
thou,PPSS
me,PPO
cocodrillo,.
mine,NN
eyes,NNS
have,HV
seen,VBN
the,AT
glory,NN
of,IN
the,AT
coming,VBG
of,IN
the,AT
americans,QL
particularly,RB
the,AT
brand,NN
of,IN
marriageable,AT
nymph,NN
which,WDT
is,BEZ
armed,VBN
with,IN
large,JJ
legs,NNS
rancid,.
voices,NNS
baedekers,IN
mothers,NNS
and,CC
kodaks,CD
by,IN
night,NN
upon,IN
the,AT
riva,NN
schiavoni,","
or,CC
in,IN
the,AT
felicitous,JJ
vicinity,NN
of,IN
the,AT
de,NP
i'europe,.
grand,JJ
and,CC
royal,JJ
danielli,IN
their,PP$
numbers,NNS
are,BER
like,CS
unto,IN
the,AT
stars,NNS
of,IN
heaven,NN
i,PPSS
do,DO
signore,.
affirm,VB
that,CS
all,ABN
gondola,NNS
signore,.
day,NN
below,IN
me,PPO
gondola,TO
signore,VB
gondola,.
and,CC
above,IN
me,PPO
pass,VB
loudly,RB
and,CC
gondola,CD
rapidly,RB
denizens,VBN
of,IN
omaha,PP$
altoona,NNS
or,CC
what,WDT
not,*
enthusiastic,JJ
cohorts,NNS
from,IN
duluth,AT
god,NN
only,RB
gondola,PPS
knows,VBZ
cincingondolanati,TO
i,DO
gondola,PPSS
don't,DO*
the,AT
substantial,JJ
dollarbringing,NNS
virgins,.
from,IN
the,AT
loggia,NN
where,WRB
are,BER
we,PPSS
angels,NNS
by,IN
o,UH
yes,RB
beautiful,JJ
we,PPSS
now,RB
pass,VB
through,IN
the,AT
look,NN
girls,NNS
in,IN
the,AT
style,NN
of,IN
that's,DT+BEZ
the,AT
foliage,NN
what,WDT
is,BEZ
it,PPS
didn't,DOD*
ruskin,.
says,VBZ
about,RB
you,PPSS
got,VBD
the,AT
haven't,HV*
marjorie,.
isn't,BEZ*
this,DT
wellcurb,BEZ
simply,RB
darling,NN
o,UH
education:,UH
o,UH
thos,PPSS
cook,VB
cb,PP$
son,NN
o,UH
to,TO
be,BE
a,AT
metope,NN
now,RB
that,CS
triglyph's,PPSS
here,RB
a,AT
man,NN
who,WPS
had,HVD
fallen,VBN
among,IN
thieves,NNS
lay,VB
by,IN
the,AT
roadside,NN
on,IN
his,PP$
back,NN
dressed,VBN
in,IN
fifteenthrate,PP$
ideas,NNS
wearing,VBG
a,AT
round,JJ
jeer,NNS
for,IN
a,AT
hat,NN
fate,NN
per,IN
a,AT
somewhat,QL
more,AP
than,CS
less,AP
emancipated,VBN
evening,NN
had,HVD
in,IN
return,NN
for,IN
consciousness,NN
endowed,VBN
him,PPO
with,IN
a,AT
changeless,JJ
grin,NN
whereon,WRB
a,AT
dozen,NN
staunch,JJ
and,CC
leal,CD
citizens,NNS
did,DOD
graze,VB
at,IN
pause,NN
then,RB
fired,VBN
by,IN
hypercivic,AT
zeal,NN
sought,VBN
newer,JJR
pastures,NNS
or,CC
because,RB
swaddled,RB
with,IN
a,AT
frozen,VBN
brook,NN
of,IN
pinkest,NP
vomit,VBD
out,RP
of,IN
eyes,NNS
which,WDT
noticed,VBD
nobody,PN
he,PPS
looked,VBD
as,CS
if,CS
he,PPS
did,DOD
not,*
care,VB
to,TO
rise,VB
one,CD
hand,NN
did,DOD
nothing,PN
on,IN
the,AT
vest,NN
its,PP$
wideflung,JJ
friend,NN
clenched,VBN
weakly,RB
dirt,NN
while,CS
the,AT
mute,JJ
trouserfly,NNS
confessed,VBN
a,AT
button,NN
solemnly,RB
inert,JJ
brushing,VBG
from,IN
whom,WPO
the,AT
stiffened,VBN
puke,NN
i,PPS
put,VBD
him,PPO
all,ABN
into,IN
my,PP$
arms,NNS
and,CC
staggered,VBD
banged,VBD
with,IN
terror,NN
through,IN
a,AT
million,CD
billion,CD
trillion,CD
stars,NNS
voices,NNS
to,IN
voices,NNS
lip,NN
to,IN
lip,NN
i,PPSS
swear,VB
to,TO
noone,VB
everyone,PN
constitutes,VBZ
undying,JJ
or,CC
whatever,WDT
this,DT
and,CC
that,DT
petal,NN
confutes,.
to,TO
exist,VB
being,BEG
a,AT
peculiar,JJ
form,NN
of,IN
sleep,NN
what's,WDT+BEZ
beyond,IN
logic,NN
happens,VBZ
beneath,IN
will,NN
nor,CC
can,MD
these,DTS
moments,NNS
be,BE
translated:,VBN
i,TO
say,VB
that,CS
even,RB
after,IN
april,NP
by,IN
god,NN
there,EX
is,BEZ
no,AT
excuse,NN
for,IN
may,NP
bring,VB
forth,RB
your,PP$
flowers,NNS
and,CC
machinery:,JJ
sculpture,NN
and,CC
prose,NN
flowers,NNS
guess,VB
and,CC
miss,VB
machinery,NN
is,BEZ
the,AT
more,QL
accurate,JJ
yes,RB
it,PPS
delivers,VBZ
the,AT
goods,NNS
heaven,NN
knows,VBZ
yet,RB
are,BER
we,PPSS
mindful,JJ
though,CS
not,*
as,QL
yet,RB
awake,JJ
of,IN
ourselves,PPLS
which,WDT
shout,VB
and,CC
cling,VB
being,NN
for,IN
a,AT
little,JJ
while,NN
and,CC
which,WDT
easily,RB
break,VB
in,IN
spite,NN
of,IN
the,AT
best,JJT
overseeing,.
i,PPSS
mean,VB
that,CS
the,AT
blond,JJ
absence,NN
of,IN
any,DTI
program,NN
except,IN
last,AP
and,CC
always,RB
and,CC
first,RB
to,TO
live,VB
makes,VBZ
unimportant,JJ
what,WDT
i,VBZ
and,CC
you,PPSS
believe,VB
not,*
for,IN
philosophy,NN
does,DOZ
this,DT
rose,NN
give,VB
a,AT
damn,NN
bring,VB
on,IN
your,PP$
fireworks,NNS
which,WDT
are,BER
a,AT
mixed,VBN
splendor,NN
of,IN
piston,NN
and,CC
of,IN
pistil,AT
very,QL
well,RB
provided,VBN
an,AT
instant,NN
may,MD
be,BE
fixed,VBN
so,RB
that,CS
it,PPS
will,MD
not,*
rub,VB
like,CS
any,DTI
other,AP
pastel,NN
while,CS
you,PPSS
and,CC
i,PPSS
have,HV
lips,NNS
and,CC
voices,NNS
which,WDT
are,BER
for,IN
kissing,VBG
and,CC
to,TO
sing,VB
with,IN
who,WPS
cares,VBZ
if,CS
some,DTI
oneeyed,JJ
son,NN
of,IN
a,AT
bitch,NN
invents,CS
an,AT
instrument,NN
to,TO
measure,VB
spring,NN
with,IN
each,DT
dream,NN
nascitur,WPS
is,BEZ
not,*
made,VBN
why,WRB
then,RB
to,IN
hell,NN
with,IN
that:,VBG
the,AT
other,AP
this,DT
since,CS
the,AT
thing,NN
perhaps,RB
is,BEZ
to,TO
eat,VB
flowers,NNS
and,CC
not,*
to,TO
be,BE
afraid,JJ
next,AP
to,IN
of,IN
course,NN
god,NN
america,NNS
i,.
love,VB
you,PPO
land,NN
of,IN
the,AT
pilgrims',NN
and,CC
so,QL
forth,RB
oh,UH
say,VB
can,MD
you,PPSS
see,VB
by,IN
the,AT
dawn's,QL
early,RB
my,PP$
country,NN
'tis,PPS+BEZ
of,IN
centuries,NNS
come,VB
and,CC
go,VB
and,CC
are,BER
no,QL
more,AP
what,WDT
of,IN
it,PPO
we,PPSS
should,MD
worry,VB
in,IN
every,AT
language,NN
even,RB
deafanddumb,.
thy,PP$
sons,NNS
acclaim,NN
your,PP$
glorious,JJ
name,NN
by,IN
gorry,.
by,IN
jingo,PPO
by,IN
gee,UH
by,IN
gosh,UH
by,IN
gum,NN
why,WRB
talk,NN
of,IN
beauty,NN
what,WDT
could,MD
be,BE
more,AP
beaut,.
iful,RB
than,CS
these,DTS
heroic,JJ
happy,JJ
dead,JJ
who,WPS
rushed,VBD
like,CS
lions,NNS
to,IN
the,AT
roaring,VBG
slaughter,NN
they,PPSS
did,DOD
not,*
stop,VB
to,TO
think,VB
they,PPSS
died,VBD
instead,RB
then,RB
shall,MD
the,AT
voice,NN
of,IN
liberty,NN
be,BE
mute,JJ
he,PPS
spoke,VBD
and,CC
drank,VBD
rapidly,RB
a,AT
glass,NN
of,IN
water,NN
my,PP$
sweet,JJ
old,JJ
etcetera,RB
aunt,NN
lucy,NN
during,IN
the,AT
recent,JJ
war,NN
could,MD
and,CC
what,WDT
is,BEZ
more,QL
did,DOD
tell,VB
you,PPO
just,RB
what,WDT
everybody,PN
was,BEDZ
fighting,VBG
for,IN
my,PP$
sister,NN
isabel,RB
created,VBN
hundreds,NNS
and,CC
hundreds,NNS
of,IN
socks,NNS
not,*
to,IN
mention,VB
shirts,NNS
fleaproof,)
earwarmers,.
etcetera,RB
wristers,QL
etcetera,RB
my,PP$
mother,NN
hoped,VBD
that,CS
i,PPSS
would,MD
die,VB
etcetera,RB
bravely,RB
of,IN
course,NN
my,PP$
father,NN
used,VBN
to,TO
become,VB
hoarse,JJ
talking,VBG
about,RB
how,WRB
it,PPS
was,BEDZ
a,AT
privilege,NN
and,CC
if,CS
only,RB
he,PPS
could,MD
meanwhile,RB
my,PP$
self,NN
etcetera,RB
lay,VBD
quietly,RB
in,IN
the,AT
deep,JJ
mud,NN
et,VBD
cetera,FW-NNS
dreaming,VBG
et,FW-CC
cetera,FW-NNS
of,IN
your,PP$
smile,NN
eyes,NNS
knees,NNS
and,CC
of,IN
your,PP$
etcetera,RB
here's,RB+BEZ
a,AT
little,JJ
mouse,NN
and,CC
what,WDT
does,DOZ
he,PPS
think,VB
about,RB
i,.
wonder,VB
as,CS
over,IN
this,DT
floor,NN
quietly,RB
with,IN
bright,JJ
eyes,NNS
drifts,VBZ
nobody,PN
can,MD
tell,VB
because,RB
nobody,PN
knows,VBZ
or,CC
why,WRB
jerks,NNS
here,RB
&,CC
here,RB
gr,PPSS
oo,MD
ving,BE
the,AT
room's,NN$
silence,NN
this,DT
like,JJ
a,AT
littlest,JJT
poem,NN
a,AT
with,IN
wee,JJ
ears,NNS
and,CC
see,VB
tail,NN
frisks,.
gone,VBN
mouse,NN
we,PPSS
are,BER
not,*
the,AT
same,AP
you,PPSS
and,CC
i,RB
since,CS
here's,RB+BEZ
a,AT
little,AP
he,PPS
or,CC
is,BEZ
it,PPS
it,PPO
or,CC
was,BEDZ
something,PN
we,PPSS
saw,VBD
in,IN
the,AT
mirror,NN
therefore,RB
we'll,PPSS+MD
kiss,VB
for,IN
maybe,RB
what,WDT
was,BEDZ
disappeared,VBN
into,IN
ourselves,PPLS
who,WPS
look,VB
startled,VBN
in,IN
spite,NN
of,IN
everything,PN
which,WDT
breathes,VBZ
and,CC
moves,VBZ
since,CS
doom,NN
with,IN
white,JJ
longest,JJT
hands,NNS
neatening,CS
each,DT
crease,NN
will,MD
smooth,VB
entirely,RB
our,PP$
minds,NNS
before,CS
leaving,VBG
my,PP$
room,NN
i,PPSS
turn,VB
and,CC
stooping,VBG
through,IN
the,AT
morning,NN
kiss,NN
this,DT
pillow,NN
dear,NN
where,WRB
our,PP$
heads,NNS
lived,VBD
and,CC
were,BED
since,CS
feeling,NN
is,BEZ
first,RB
who,WPS
pays,VBZ
any,DTI
attention,NN
to,IN
the,AT
syntax,NN
of,IN
things,NNS
will,MD
never,RB
wholly,RB
kiss,VB
you,PPO
wholly,RB
to,TO
be,BE
a,AT
fool,NN
while,CS
spring,NN
is,BEZ
in,IN
the,AT
world,NN
my,PP$
blood,NN
approves,VBZ
and,CC
kisses,NNS
are,BER
a,AT
better,JJR
fate,NN
than,CS
wisdom,NN
lady,NN
i,TO
swear,VB
by,IN
all,ABN
flowers,NNS
don't,DO*
cry,VB
the,AT
best,JJT
gesture,NN
of,IN
my,PP$
brain,NN
is,BEZ
less,AP
than,CS
your,PP$
eyelids',JJ
flutter,NN
which,WDT
says,VBZ
we,PPSS
are,BER
for,IN
each,DT
other:,BEZ
then,RB
laugh,VB
leaning,VBG
back,RB
in,IN
my,PP$
arms,NNS
for,IN
life's,NN$
not,*
a,AT
paragraph,NN
and,CC
death,NN
i,TO
think,VB
is,BEZ
no,RB
parenthesis,.
if,CS
i,PPSS
have,HV
made,VBN
my,PP$
lady,NN
intricate,JJ
imperfect,JJ
various,JJ
things,NNS
chiefly,RB
which,WDT
wrong,JJ
your,PP$
eyes,NNS
frailer,","
than,CS
most,QL
deep,JJ
dreams,NNS
are,BER
frail,JJ
songs,NNS
less,QL
firm,JJ
than,CS
your,PP$
body's,NN$
whitest,JJ
song,NN
upon,IN
my,PP$
mindif,NNS
i,MD
have,HV
failed,VBN
to,IN
snare,NN
the,AT
glance,NN
too,QL
shy,JJ
if,CS
through,IN
my,PP$
singing,NN
slips,NNS
the,AT
very,QL
skillful,JJ
strangeness,NN
of,IN
your,PP$
smile,NN
the,AT
keen,JJ
primeval,JJ
silence,NN
of,IN
your,PP$
hair,NN
let,VB
the,AT
world,NN
say,VB
his,PP$
most,QL
wise,JJ
music,NN
stole,VBD
nothing,PN
from,IN
death,NN
you,PPSS
only,RB
will,MD
create,VB
who,WPS
are,BER
so,QL
perfectly,QL
alive,JJ
my,PP$
shame:,NNS
lady,NN
through,IN
whose,WP$
profound,JJ
and,CC
fragile,JJ
lips,NNS
the,AT
sweet,JJ
small,JJ
clumsy,JJ
feet,NNS
of,IN
april,NP
came,VBD
into,IN
the,AT
ragged,JJ
meadow,NN
of,IN
my,PP$
soul,NN
i,PPSS
sing,VB
of,IN
olaf,AT
glad,JJ
and,CC
big,JJ
whose,WP$
warmest,JJ
heart,NN
recoiled,VBD
at,IN
war:,.
a,AT
conscientious,JJ
object,NN
or,CC
his,PP$
wellbeloved,JJ
colonel,NN
trig,.
westpointer,PPS+BEZ
most,QL
succinctly,RB
bred,VBN
took,VBD
erring,TO
olaf,VB
soon,RB
in,IN
hand,NN
but,CC
though,CS
an,AT
host,NN
of,IN
overjoyed,.
noncoms,AT
first,OD
knocking,NN
on,IN
the,AT
head,NN
him,PPO
do,DO
through,IN
icy,JJ
waters,NNS
roll,VB
that,DT
helplessness,NN
which,WDT
others,NNS
stroke,NN
with,IN
brushes,NNS
recently,RB
employed,VBN
anent,CS
this,DT
muddy,JJ
toiletbowl,.
while,CS
kindred,NN
intellects,TO
evoke,VB
allegiance,NN
per,IN
blunt,JJ
instruments,NNS
olaf,DT
being,NN
to,IN
all,ABN
intents,.
a,AT
corpse,NN
and,CC
wanting,VBG
any,DTI
rag,NN
upon,IN
what,WDT
god,NN
unto,IN
him,PPO
gave,VBD
responds,VBZ
without,IN
getting,VBG
annoyed,VBN
i,PPSS
will,MD
not,*
kiss,VB
your,PP$
f,NN$
ing,JJ
flag,NN
straightway,RB
the,AT
silver,JJ
bird,NN
looked,VBD
grave,NN
departing,VBG
hurriedly,RB
to,TO
shave,VB
but,CC
though,CS
all,ABN
kinds,NNS
of,IN
officers,NNS
a,AT
yearning,NN
nation's,NN$
blueeyed,JJ
pride,NN
their,PP$
passive,JJ
prey,NN
did,DOD
kick,VB
and,CC
curse,NN
until,CS
for,IN
wear,VB
their,PP$
clarion,NNS
voices,NNS
and,CC
boots,NNS
were,BED
much,RB
the,AT
worse,JJR
and,CC
egged,VBN
the,AT
firstclassprivates,VBG
on,RP
his,PP$
rectum,NNS
wickedly,RB
to,TO
tease,VB
by,IN
means,NNS
of,IN
skilfully,RB
applied,VBN
bayonets,NNS
roasted,VBN
hot,JJ
with,IN
heat,NN
olaf,RB
upon,IN
what,WDT
were,BED
once,RB
knees,NNS
does,DOZ
almost,QL
ceaselessly,RB
repeat,VB
there,EX
is,BEZ
some,DTI
s,NNS
i,WPS
will,MD
not,*
eat,VB
our,PP$
president,NN
being,NN
of,IN
which,WDT
assertions,NNS
duly,RB
notified,VBN
threw,VBD
the,AT
yellowsonofabitch,NN
into,IN
a,AT
dungeon,NN
where,WRB
he,PPS
died,VBD
christ,RB
of,IN
his,PP$
mercy,NN
infinite,NN
i,PPSS
pray,VB
to,TO
see,VB
and,CC
olaf,QL
too,RB
preponderatingly,PPS
because,RB
unless,CS
statistics,NNS
lie,VB
he,PPS
was,BEDZ
more,QL
brave,JJ
than,CS
me:,AT
more,QL
blond,JJ
than,IN
you,PPO
if,CS
there,EX
are,BER
any,DTI
heavens,NNS
my,PP$
mother,NN
will,MD
all,ABN
by,IN
herself,PPL
hav<,.
one,CD
it,PPS
will,MD
not,*
be,BE
a,AT
pansy,NN
heaven,NN
nor,CC
a,AT
fragile,JJ
heaven,NN
of,IN
lilies,NNS
of,IN
the,AT
valley,NN
but,IN
it,PPS
will,MD
be,BE
a,AT
heaven,NN
of,IN
blackred,PP$
roses,NNS
my,PP$
father,NN
will,MD
be,BE
deep,JJ
like,CS
a,AT
rose,NN
tall,JJ
like,CS
a,AT
rose,NN
standing,VBG
near,IN
my,PP$
swaying,VBG
over,IN
her,PPO
silent,JJ
with,IN
eyes,NNS
which,WDT
are,BER
really,RB
petals,NNS
and,CC
see,VB
nothing,PN
with,IN
the,AT
face,NN
of,IN
a,AT
poet,NN
really,RB
which,WDT
is,BEZ
a,AT
flower,NN
and,CC
not,*
a,AT
face,NN
with,IN
hands,NNS
which,WDT
whisper,NN
this,DT
is,BEZ
my,PP$
beloved,JJ
my,PP$
suddenly,RB
in,IN
sunlight,NN
he,PPS
will,MD
bow,VB
&,CC
the,AT
whole,JJ
garden,NN
will,MD
bow,VB
a,AT
light,NN
out,RP
&,CC
first,RB
of,IN
all,ABN
foam,NN
like,CS
hair,NN
spatters,IN
creasing,AT
pillow,NN
next,RB
everywhere,RB
hidinglyseek,.
no,AT
o,UH
god,NN
dear,JJ
wait,NN
sh,--
please,UH
o,UH
no,RB
o,UH
3rd,OD
findingest,CD
whispers,NNS
understand,VB
sobs,NNS
bigly,TO
climb,VB
what,WDT
love,NN
being,BEG
some,RB
thing,NN
possibly,RB
more,QL
intricate,JJ
breath,NN
in,IN
breath,NN
have,HV
nicknamed,VBN
ecstasy,NN
and,CC
and,CC
spills,VBZ
smile,NN
cheaply,RB
thick,JJ
who,WPS
therefore,RB
thee,PPS
once,RB
and,CC
once,RB
only,AP
queen,NN
among,IN
centuries,NNS
universes,VBN
between,IN
who,WPS
out,IN
of,IN
deeplyness,NP
rose,VBD
to,TO
undeath,.
salute,NN
and,CC
having,HVG
worshipped,VBN
for,IN
my,PP$
doom,NN
pass,VB
ignorantly,RP
into,IN
sleep's,AT
bright,JJ
land,NN
a,AT
clown's,NN$
smirk,NN
in,IN
the,AT
skull,NN
of,IN
a,AT
baboon,NN
where,WRB
once,RB
good,JJ
lips,NNS
stalked,VBD
or,CC
eyes,NNS
firmly,RB
stirred,VBN
my,PP$
mirror,NN
gives,VBZ
me,PPO
on,IN
this,DT
afternoon,NN
i,PPSS
am,BEM
a,AT
shape,NN
that,WPS
can,MD
but,CC
eat,VB
and,CC
turd,CD
ere,CS
with,IN
the,AT
dirt,NN
death,NN
shall,MD
him,PPO
vastly,RB
gird,VB
a,AT
coward,NN
waiting,VBG
clumsily,RB
to,TO
cease,VB
whom,WPO
every,AT
perfect,JJ
thing,NN
meanwhile,RB
doth,TO
miss,VB
a,AT
hand's,JJ
impression,NN
in,IN
an,AT
empty,JJ
glove,NN
a,AT
soon,RB
forgotten,VBN
tune,NN
a,AT
house,NN
for,IN
lease,NN
i,PPSS
have,HV
never,RB
loved,VBD
you,PPO
dear,JJ
as,CS
now,RB
i,AT
love,NN
behold,VB
this,DT
fool,NN
who,WPS
in,IN
the,AT
month,NN
of,IN
june,.
having,HVG
of,IN
certain,JJ
stars,NNS
and,CC
planets,NNS
heard,VBN
rose,VBD
very,QL
slowly,RB
in,IN
a,AT
tight,JJ
balloon,NN
until,CS
the,AT
smallening,JJ
world,NN
became,VBD
absurd,JJ
him,PPO
did,DOD
an,AT
archer,JJ
spy,NN
whose,WP$
aim,NN
had,HVD
erred,VBN
never,RB
and,CC
by,IN
that,DT
little,AP
trick,NN
or,CC
this,DT
he,PPS
shot,VBD
the,AT
aeronaut,VBG
down,RP
into,IN
the,AT
abyss,NN
and,CC
wonderfully,QL
i,RB
fell,VBD
through,IN
the,AT
green,JJ
groove,NN
of,IN
twilight,NN
striking,VBG
into,IN
many,AP
a,AT
piece,NN
i,PPSS
have,HV
never,RB
loved,VBD
you,PPO
dear,JJ
as,CS
now,RB
i,AT
love,NN
god's,AT
terrible,JJ
face,NN
brighter,JJR
than,CS
a,AT
spoon,NN
collects,VBZ
the,AT
image,NN
of,IN
one,CD
fatal,JJ
word,NN
so,RB
that,CS
my,PP$
life,NN
which,WDT
liked,VBD
the,AT
sun,NN
and,CC
the,AT
moon,NN
resembles,VBZ
something,PN
that,WPS
has,HVZ
not,*
occurred:,.
i,PPSS
am,BEM
a,AT
birdcage,NN
without,IN
any,DTI
bird,NN
a,AT
collar,NN
looking,VBG
for,IN
a,AT
dog,NN
a,AT
kiss,NN
without,IN
lips,NNS
a,AT
prayer,NN
lacking,VBG
any,DTI
knees,NNS
but,CC
something,PN
beats,VBZ
within,IN
my,PP$
shirt,NN
to,TO
prove,VB
he,PPS
is,BEZ
undead,PN
who,WPS
living,NN
noone,WPS
is,BEZ
i,PPSS
have,HV
never,RB
loved,VBD
you,PPO
dear,JJ
as,CS
now,RB
i,AT
love,NN
hell,NN
by,IN
most,AP
humble,VB
me,PPO
which,WDT
shall,MD
increase,VB
open,VB
thy,PP$
fire,NN
for,IN
i,WDT
have,HV
had,HVN
some,DTI
bliss,NN
of,IN
one,CD
small,JJ
lady,NN
upon,IN
earth,NN
above,IN
to,IN
whom,WPO
i,PPSS
cry,VB
remembering,VBG
her,PP$
face,NN
i,PPSS
have,HV
never,RB
loved,VBD
you,PPO
dear,JJ
as,CS
now,RB
i,AT
love,NN
if,CS
i,PPSS
love,VB
you,PPO
thickness,NN
means,NNS
worlds,NNS
inhabited,VBN
by,IN
roamingly,.
stern,JJ
bright,JJ
faeries,.
if,CS
you,PPSS
love,VB
me,PPO
distance,NN
is,BEZ
mind,NN
carefully,RB
luminous,JJ
with,IN
innumerable,JJ
gnomes,NNS
of,IN
complete,JJ
dream,NN
if,CS
we,PPSS
love,VB
each,DT
shyly,RB
other,AP
what,WDT
clouds,NNS
do,DO
or,CC
silently,RB
flowers,NNS
resembles,VBZ
beauty,NN
less,AP
than,CS
our,PP$
breathing,NN
somewhere,RB
i,PPSS
have,HV
never,RB
travelled,VBN
gladly,RB
beyond,IN
any,DTI
experience,NN
your,PP$
eyes,NNS
have,HV
their,PP$
silence:,NNS
in,IN
your,PP$
most,QL
frail,JJ
gesture,NN
are,BER
things,NNS
which,WDT
enclose,VBZ
me,PPO
or,CC
which,WDT
i,PPSS
cannot,MD*
touch,VB
because,CS
they,PPSS
are,BER
too,QL
near,RB
your,PP$
slightest,JJT
look,NN
easily,RB
will,MD
unclose,VB
me,PPO
though,CS
i,PPSS
have,HV
closed,VBN
myself,PPL
as,CS
fingers,NNS
you,PPSS
open,VB
always,RB
petal,VBN
by,IN
petal,VBG
myself,PPL
as,CS
spring,NN
opens,VBZ
touching,VBG
skilfully,RB
mysteriously,RB
her,PP$
first,OD
rose,NN
or,CC
if,CS
your,PP$
wish,NN
be,BE
to,TO
close,VB
me,PPO
i,","
and,CC
my,PP$
life,NN
will,MD
shut,VB
very,QL
beautifully,RB
suddenly,RB
as,CS
when,WRB
the,AT
heart,NN
of,IN
this,DT
flower,NN
imagines,VBZ
the,AT
snow,NN
carefully,RB
everywhere,RB
descending,VBG
clothing,NN
which,WDT
we,PPSS
are,BER
to,TO
perceive,VB
in,IN
this,DT
world,NN
equals,VBZ
the,AT
power,NN
of,IN
your,PP$
intense,JJ
fragility:,NNS
whose,WP$
texture,NN
compels,VBZ
me,PPO
with,IN
the,AT
colour,NN
of,IN
its,PP$
countries,NNS
rendering,VBG
death,NN
and,CC
forever,RB
with,IN
each,DT
breathing,NN
i,PPSS
do,DO
not,*
know,VB
what,WDT
it,PPS
is,BEZ
about,IN
you,PPO
that,WPS
closes,VBZ
and,CC
opens,VBZ
only,RB
something,PN
in,IN
me,PPO
understands,VBZ
the,AT
voice,NN
of,IN
your,PP$
eyes,NNS
is,BEZ
deeper,JJR
than,CS
all,ABN
roses,NNS
nobody,PN
not,*
even,RB
the,AT
rain,NN
has,HVZ
such,JJ
small,JJ
hands,NNS
but,CC
if,CS
a,AT
living,VBG
dance,NN
upon,IN
dead,JJ
minds,NNS
why,WRB
it,PPS
is,BEZ
love,NN
but,CC
at,IN
the,AT
earliest,JJT
spear,NN
of,IN
sun,NN
perfectly,RB
should,MD
disappear,VB
moon's,NN$
utmost,JJS
magic,NN
or,CC
stones,NNS
speak,VB
or,CC
one,CD
name,NN
control,NN
more,QL
incredible,JJ
splendor,NN
than,CS
our,PP$
merely,RB
universe,NN
love's,NN$
also,RB
there:,.
and,CC
being,BEG
here,RB
imprisoned,VBN
tortured,VBN
here,RB
love,VB
everywhere,RB
exploding,VBG
maims,RP
and,CC
blinds,NNS
but,CC
surely,RB
does,DOZ
not,*
forget,VB
perish,VB
sleep,NN
cannot,MD*
be,BE
photographed,VBN
measured,VBN
disdains,VBZ
the,AT
trivial,JJ
labelling,NNS
of,IN
punctual,PP$
brains,NNS
who,WPS
wields,VBZ
a,AT
poem,NN
huger,","
than,CS
the,AT
grave,NN
from,IN
only,AP
whom,WPO
shall,MD
time,VB
no,AT
refuge,NN
keep,VB
though,CS
